Date,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
25-02-2021,NYK,SAC,7,11,0.636,2,2,1,2,2,1,0,3,3,6,0,0,3,2,18,14.4,4,Yes,W ,19,27,35
27-02-2021,NYK,IND,6,11,0.545,1,3,0.333,4,4,1,0,1,1,11,4,0,4,2,17,18.9,11,Yes,W ,3,37,42
28-02-2021,NYK,DET,6,14,0.429,2,3,0.667,0,1,0,0,3,3,5,0,2,2,2,14,9.2,17,Yes,W ,19,32,9
27-03-2021,NYK,MIL,6,15,0.4,1,5,0.2,0,0,,0,1,1,1,2,1,1,1,13,7.2,7,Yes,W ,6,29,6
29-03-2021,NYK,MIA,6,13,0.462,3,5,0.6,1,2,0.5,0,2,2,2,0,1,1,1,16,10.2,-2,Yes,L ,-10,26,19
02-04-2021,NYK,DAL,1,10,0.1,0,2,0,0,0,,3,2,5,4,0,0,0,0,2,0.9,3,Yes,L ,-13,25,24
03-04-2021,NYK,DET,3,6,0.5,0,3,0,1,2,0.5,0,2,2,2,2,0,0,0,7,7.6,18,Yes,W ,44,20,34
05-04-2021,NYK,BRK,6,14,0.429,2,4,0.5,2,3,0.667,0,1,1,3,1,0,0,1,16,11.2,-8,Yes,L ,-2,25,25
07-04-2021,NYK,BOS,4,10,0.4,1,1,1,2,2,1,0,0,0,3,0,0,0,0,11,7.7,6,Yes,L ,-2,26,33
09-04-2021,NYK,MEM,8,17,0.471,0,4,0,3,3,1,2,2,4,3,1,2,2,1,19,14.4,2,Yes,W ,4,26,17
11-04-2021,NYK,TOR,4,10,0.4,0,1,0,3,3,1,0,1,1,2,0,0,3,2,11,3.5,-7,Yes,W ,6,23,17
12-04-2021,NYK,LAL,5,9,0.556,0,0,,4,4,1,1,2,3,2,0,1,1,1,14,11.7,-10,Yes,W ,15,19,50
14-04-2021,NYK,NOP,5,14,0.357,1,4,0.25,0,0,,1,3,4,4,2,1,0,0,11,10.3,14,Yes,W ,10,28,4
16-04-2021,NYK,DAL,7,13,0.538,1,2,0.5,0,0,,0,1,1,5,1,0,0,1,15,13.1,14,Yes,W ,8,24,45
18-04-2021,NYK,NOP,9,17,0.529,2,4,0.5,3,4,0.75,0,3,3,5,1,1,2,1,23,18,22,Yes,W ,10,35,13
20-04-2021,NYK,CHO,8,12,0.667,1,4,0.25,0,0,,0,1,1,5,0,0,0,1,17,15.2,2,Yes,W ,12,25,15
21-04-2021,NYK,ATL,8,12,0.667,1,1,1,3,4,0.75,0,4,4,3,1,0,2,6,20,14.3,14,Yes,W ,10,30,17
24-04-2021,NYK,TOR,7,10,0.7,0,1,0,5,6,0.833,0,4,4,7,2,0,1,2,19,20.7,26,Yes,W ,17,33,16
26-04-2021,NYK,PHO,10,18,0.556,0,1,0,2,2,1,1,5,6,6,0,0,2,2,22,17,-14,Yes,L ,-8,33,13
28-04-2021,NYK,CHI,2,11,0.182,0,1,0,2,2,1,0,1,1,6,1,1,0,0,6,5.3,4,Yes,W ,19,25,0
02-05-2021,NYK,HOU,8,11,0.727,4,5,0.8,4,4,1,1,5,6,4,1,0,1,0,24,24.5,35,Yes,W ,25,31,1
03-05-2021,NYK,MEM,11,15,0.733,3,5,0.6,0,0,,0,2,2,2,1,0,1,1,25,20.5,16,Yes,W ,14,26,37
05-05-2021,NYK,DEN,6,10,0.6,2,3,0.667,0,0,,0,2,2,3,0,0,2,2,14,9.3,-10,Yes,L ,-16,26,48
07-05-2021,NYK,PHO,7,14,0.5,1,3,0.333,2,2,1,0,4,4,6,0,0,1,1,17,14,0,Yes,L ,-23,29,6
09-05-2021,NYK,LAC,11,17,0.647,2,3,0.667,1,1,1,0,6,6,8,1,0,4,1,25,21.5,7,Yes,W ,6,32,26
11-05-2021,NYK,LAL,10,22,0.455,1,4,0.25,6,6,1,1,5,6,6,3,1,3,0,27,22.7,6,Yes,L ,-2,38,50
15-05-2021,NYK,CHO,6,9,0.667,1,2,0.5,2,2,1,1,0,1,3,0,0,2,1,15,11.5,-8,Yes,W ,9,25,4
16-05-2021,NYK,BOS,3,9,0.333,0,0,,1,1,1,2,3,5,2,0,0,1,1,7,4.2,0,Yes,W ,4,23,19
20-10-2021,NYK,BOS,3,11,0.273,1,3,0.333,2,2,1,0,4,4,5,2,1,2,0,9,7.9,7,Yes,W ,4,22,28
22-10-2021,NYK,ORL,4,8,0.5,4,6,0.667,0,0,,0,0,0,7,0,0,0,1,12,12.5,34,Yes,W ,25,23,34
24-10-2021,NYK,ORL,9,16,0.563,5,8,0.625,0,1,0,3,2,5,3,2,0,2,0,23,19.8,8,Yes,L ,-6,28,38
26-10-2021,NYK,PHI,4,7,0.571,1,2,0.5,4,4,1,2,1,3,1,1,1,2,1,13,11.4,10,Yes,W ,13,19,50
28-10-2021,NYK,CHI,5,10,0.5,1,3,0.333,1,1,1,0,4,4,1,0,0,2,1,12,6.5,1,Yes,W ,1,18,35
30-10-2021,NYK,NOP,2,6,0.333,1,2,0.5,0,0,,0,1,1,1,0,0,1,0,5,1.6,-1,Yes,W ,6,15,25
01-11-2021,NYK,TOR,2,8,0.25,0,2,0,0,0,,0,1,1,1,1,0,2,1,4,-1.2,7,Yes,L ,-9,19,36
03-11-2021,NYK,IND,5,11,0.455,0,1,0,3,3,1,1,1,2,3,1,1,2,1,13,9.7,-2,Yes,L ,-13,19,47
05-11-2021,NYK,MIL,10,18,0.556,2,6,0.333,1,1,1,2,6,8,4,2,0,0,0,23,22.4,31,Yes,W ,15,30,25
07-11-2021,NYK,CLE,8,14,0.571,1,2,0.5,0,0,,0,1,1,5,1,0,0,0,17,15.2,-20,Yes,L ,-17,28,58
08-11-2021,NYK,PHI,2,8,0.25,0,2,0,2,2,1,1,3,4,2,1,0,3,0,6,2.2,10,Yes,W ,7,20,44
10-11-2021,NYK,MIL,8,15,0.533,6,8,0.75,0,0,,1,2,3,7,3,1,0,0,22,24.6,10,Yes,L ,-12,29,47
12-11-2021,NYK,CHO,3,6,0.5,1,3,0.333,1,1,1,0,1,1,2,0,0,1,0,8,5.7,15,Yes,L ,-8,17,24
15-11-2021,NYK,IND,7,14,0.5,0,4,0,0,0,,1,4,5,7,0,0,1,0,14,12.8,21,Yes,W ,8,24,33
17-11-2021,NYK,ORL,4,9,0.444,2,6,0.333,0,0,,0,2,2,1,1,2,5,0,10,4,-11,Yes,L ,-6,19,1
20-11-2021,NYK,HOU,2,8,0.25,0,2,0,0,0,,0,1,1,4,1,2,1,1,4,3.3,-5,Yes,W ,7,20,56
21-11-2021,NYK,CHI,3,11,0.273,1,2,0.5,2,2,1,1,1,2,3,1,3,0,4,9,7.1,-2,Yes,L ,-6,30,2
30-11-2021,NYK,BRK,6,13,0.462,2,6,0.333,2,2,1,1,4,5,9,0,0,0,3,16,16.3,11,Yes,L ,-2,34,41
02-12-2021,NYK,CHI,4,6,0.667,0,1,0,8,8,1,0,2,2,6,0,1,3,0,16,15.9,-14,Yes,L ,-4,26,19
04-12-2021,NYK,DEN,5,10,0.5,1,5,0.2,0,0,,2,2,4,4,0,0,4,0,11,6.8,-2,Yes,L ,-14,23,50
07-12-2021,NYK,SAS,4,11,0.364,2,2,1,2,2,1,1,1,2,2,1,0,1,0,12,8.3,8,Yes,W ,12,21,40
08-12-2021,NYK,IND,4,10,0.4,0,2,0,0,0,,2,3,5,7,0,0,0,0,8,9.8,-9,Yes,L ,-20,23,37
10-12-2021,NYK,TOR,5,13,0.385,1,3,0.333,0,0,,2,4,6,4,0,0,3,0,11,6.3,8,Yes,L ,-3,33,1
12-12-2021,NYK,MIL,8,16,0.5,2,6,0.333,0,0,,0,2,2,7,3,0,2,0,18,16.5,-7,Yes,L ,-15,36,31
14-12-2021,NYK,GSW,5,13,0.385,3,4,0.75,2,2,1,0,4,4,6,1,0,2,2,15,11.5,-10,Yes,L ,-9,34,17
16-12-2021,NYK,HOU,0,2,0,0,1,0,0,0,,1,0,1,1,0,0,0,0,0,0,-6,Yes,W ,13,12,11
