,Unnamed: 0,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
38,39,2014-01-18,CHI,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,25,0,0
39,40,2014-01-20,CHI,LAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,2,0,0
40,42,2014-01-22,CHI,CLE,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,11,0,0
41,43,2014-01-24,CHI,LAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-17,0,0
42,44,2014-01-25,CHI,CHA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,2,0,0
43,45,2014-01-27,CHI,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
44,46,2014-01-29,CHI,SAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,10,0,0
45,47,2014-02-01,CHI,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
46,48,2014-02-03,CHI,SAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-29,0,0
47,49,2014-02-04,CHI,PHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,9,0,0
48,50,2014-02-06,CHI,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-15,0,0
49,51,2014-02-09,CHI,LAL,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,W ,6,0,0
50,52,2014-02-11,CHI,ATL,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,W ,15,0,0
51,53,2014-02-13,CHI,BRK,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,W ,16,0,0
52,54,2014-02-19,CHI,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,2,0,0
53,55,2014-02-21,CHI,DEN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,28,0,0
54,56,2014-02-23,CHI,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-14,0,0
55,57,2014-02-25,CHI,ATL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,4,0,0
56,58,2014-02-26,CHI,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,20,0,0
57,59,2014-02-28,CHI,DAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,9,0,0
58,60,2014-03-02,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,19,0,0
59,61,2014-03-03,CHI,BRK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-16,0,0
60,63,2014-03-05,CHI,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,11,0,0
61,64,2014-03-07,CHI,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-8,0,0
62,65,2014-03-09,CHI,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
63,66,2014-03-11,CHI,SAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-8,0,0
64,67,2014-03-13,CHI,HOU,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,24,0,0
65,68,2014-03-15,CHI,SAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
66,69,2014-03-17,CHI,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-12,0,0
67,70,2014-03-19,CHI,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,8,0,0
68,71,2014-03-21,CHI,IND,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-12,0,0
69,72,2014-03-22,CHI,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,10,0,0
70,73,2014-03-24,CHI,IND,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,12,0,0
71,74,2014-03-28,CHI,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-17,0,0
72,75,2014-03-30,CHI,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,5,0,0
73,76,2014-03-31,CHI,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,14,0,0
74,77,2014-04-02,CHI,ATL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,13,0,0
75,78,2014-04-04,CHI,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,12,0,0
76,79,2014-04-05,CHI,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,18,0,0
77,80,2014-04-09,CHI,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,15,0,0
78,81,2014-04-11,CHI,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,8,0,0
79,82,2014-04-13,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-11,0,0
80,84,2014-04-14,CHI,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,13,0,0
81,85,2014-04-16,CHI,CHA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-5,0,0
0,0,2014-10-29,CHI,NYK,1,3,7,.429,0,3,.000,7,8,.875,0,3,3,5,2,0,3,2,13,11.5,+4,Yes,W ,24,21,21
1,1,2014-10-31,CHI,CLE,1,8,16,.500,2,6,.333,2,3,.667,3,1,4,4,0,0,2,1,20,14.4,+8,Yes,L ,-6,25,18
2,2,2014-11-01,CHI,MIN,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,1,0,0
3,3,2014-11-04,CHI,ORL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,8,0,0
4,4,2014-11-05,CHI,MIL,1,4,10,.400,2,5,.400,3,4,.750,0,2,2,7,2,0,4,2,13,9.9,+19,Yes,W ,9,31,12
5,5,2014-11-07,CHI,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,3,0,0
6,6,2014-11-08,CHI,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-5,0,0
7,7,2014-11-10,CHI,DET,1,9,20,.450,2,5,.400,4,5,.800,0,2,2,7,1,0,3,2,24,15.9,+14,Yes,W ,11,32,6
8,8,2014-11-13,CHI,TOR,1,5,14,.357,1,5,.200,9,10,.900,2,1,3,4,0,0,5,0,20,11.3,+1,Yes,W ,7,29,51
9,9,2014-11-15,CHI,IND,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
10,10,2014-11-17,CHI,LAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,16,0,0
11,11,2014-11-20,CHI,SAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-15,0,0
12,12,2014-11-21,CHI,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-18,0,0
13,13,2014-11-24,CHI,UTA,1,5,10,.500,3,5,.600,5,8,.625,0,3,3,5,1,0,4,0,18,13.2,+5,Yes,W ,2,24,37
14,14,2014-11-25,CHI,DEN,1,1,4,.250,0,3,.000,0,0,,0,0,0,3,0,0,1,1,2,0.3,-8,Yes,L ,-5,9,52
15,15,2014-11-28,CHI,BOS,1,9,18,.500,2,6,.333,1,2,.500,1,3,4,4,0,1,1,2,21,14.9,+11,Yes,W ,7,27,44
16,16,2014-11-30,CHI,BRK,1,5,12,.417,2,7,.286,2,3,.667,1,5,6,2,0,0,4,1,14,6.4,+14,Yes,W ,18,25,56
17,17,2014-12-02,CHI,DAL,1,6,20,.300,4,11,.364,2,4,.500,1,4,5,10,0,0,7,2,18,6.7,-1,Yes,L ,-3,36,33
18,18,2014-12-03,CHI,CHO,1,5,12,.417,2,7,.286,3,3,1.000,0,2,2,5,0,0,2,2,15,9.9,0,Yes,W ,7,27,48
19,19,2014-12-06,CHI,GSW,1,2,11,.182,1,7,.143,4,4,1.000,1,3,4,6,0,0,2,2,9,5.1,-19,Yes,L ,-10,31,11
20,21,2014-12-10,CHI,BRK,1,8,15,.533,3,7,.429,4,5,.800,0,4,4,4,0,0,5,4,23,12.7,+20,Yes,W ,25,23,50
21,22,2014-12-12,CHI,POR,1,14,24,.583,0,2,.000,3,3,1.000,0,3,3,5,1,0,2,2,31,22.4,-5,Yes,W ,9,31,34
22,23,2014-12-14,CHI,MIA,1,6,14,.429,1,3,.333,1,2,.500,0,2,2,3,1,0,1,3,14,7.7,+15,Yes,W ,18,27,10
23,24,2014-12-15,CHI,ATL,1,6,21,.286,0,7,.000,2,3,.667,3,2,5,8,0,1,6,1,14,3.9,-9,Yes,L ,-7,31,30
24,25,2014-12-18,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,6,0,0
25,26,2014-12-19,CHI,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,6,0,0
26,27,2014-12-22,CHI,TOR,1,12,19,.632,0,3,.000,5,6,.833,0,2,2,3,0,0,2,1,29,20.4,+4,Yes,W ,9,30,52
27,28,2014-12-23,CHI,WAS,1,10,17,.588,1,3,.333,4,4,1.000,1,1,2,4,2,0,5,0,25,17.9,+2,Yes,W ,8,28,34
28,29,2014-12-25,CHI,LAL,1,7,14,.500,2,6,.333,4,4,1.000,0,2,2,6,1,0,3,0,20,15.8,+4,Yes,W ,20,31,47
29,30,2014-12-27,CHI,NOP,1,8,18,.444,2,5,.400,1,2,.500,0,1,1,1,0,0,4,0,19,6.2,-3,Yes,W ,7,27,1
30,31,2014-12-29,CHI,IND,1,5,20,.250,1,7,.143,6,6,1.000,0,3,3,6,0,2,3,0,17,8.5,+2,Yes,W ,2,34,50
31,32,2014-12-30,CHI,BRK,1,2,15,.133,0,5,.000,0,0,,1,3,4,5,0,1,4,2,4,-4.7,-2,Yes,L ,-14,27,41
32,33,2015-01-01,CHI,DEN,1,7,25,.280,1,3,.333,2,2,1.000,0,3,3,8,2,2,1,1,17,10.8,+1,Yes,W ,5,31,34
33,34,2015-01-03,CHI,BOS,1,5,18,.278,1,4,.250,1,2,.500,0,2,2,1,1,0,4,1,12,-1.1,-5,Yes,W ,5,34,41
34,35,2015-01-05,CHI,HOU,1,6,17,.353,1,4,.250,6,6,1.000,1,2,3,9,2,0,3,1,19,15.7,+12,Yes,W ,9,34,5
35,36,2015-01-07,CHI,UTA,1,3,15,.200,0,1,.000,1,2,.500,2,2,4,2,0,0,3,2,7,-3.1,-18,Yes,L ,-20,30,12
36,37,2015-01-09,CHI,WAS,1,8,19,.421,1,7,.143,2,2,1.000,1,3,4,2,0,1,4,1,19,8.2,-21,Yes,L ,-16,30,58
37,38,2015-01-10,CHI,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,8,0,0
38,39,2015-01-12,CHI,ORL,1,8,15,.533,1,5,.200,1,3,.333,0,2,2,7,2,0,3,3,18,13.2,-2,Yes,L ,-7,30,28
39,40,2015-01-14,CHI,WAS,1,12,22,.545,6,9,.667,2,3,.667,0,2,2,5,0,0,3,2,32,21.3,-18,Yes,L ,-6,36,3
40,42,2015-01-16,CHI,BOS,1,12,20,.600,5,8,.625,0,0,,1,2,3,10,1,2,0,0,29,30.5,+9,Yes,W ,16,32,48
41,43,2015-01-17,CHI,ATL,1,8,22,.364,4,10,.400,3,5,.600,2,6,8,10,0,0,3,0,23,17.2,+3,Yes,L ,-8,37,6
42,44,2015-01-19,CHI,CLE,1,5,14,.357,3,5,.600,5,5,1.000,0,1,1,2,1,0,1,1,18,11.5,-13,Yes,L ,-14,29,56
43,45,2015-01-22,CHI,SAS,1,9,16,.563,2,4,.500,2,2,1.000,1,1,2,5,2,0,2,1,22,18.5,+26,Yes,W ,23,26,39
44,46,2015-01-23,CHI,DAL,1,7,17,.412,3,5,.600,3,3,1.000,2,1,3,3,1,1,5,0,20,11.4,+8,Yes,W ,4,37,5
45,47,2015-01-25,CHI,MIA,1,7,17,.412,0,6,.000,5,6,.833,0,2,2,4,1,1,4,1,19,10.2,-13,Yes,L ,-12,33,17
46,48,2015-01-27,CHI,GSW,1,13,33,.394,4,12,.333,0,0,,2,5,7,1,0,1,11,1,30,5.0,+10,Yes,W ,2,42,55
47,49,2015-01-29,CHI,LAL,1,7,26,.269,1,7,.143,2,2,1.000,2,2,4,6,1,0,5,1,17,3.4,-6,Yes,L ,-5,42,28
48,50,2015-01-30,CHI,PHO,1,8,23,.348,0,6,.000,7,9,.778,2,3,5,3,0,0,3,2,23,9.9,+15,Yes,L ,-6,36,19
49,51,2015-02-04,CHI,HOU,1,9,22,.409,2,9,.222,3,4,.750,0,4,4,2,0,0,3,1,23,10.0,+6,Yes,L ,-11,38,3
50,52,2015-02-07,CHI,NOP,1,8,15,.533,2,5,.400,2,3,.667,0,2,2,4,0,0,2,0,20,13.7,+23,Yes,W ,35,28,3
51,53,2015-02-08,CHI,ORL,1,4,14,.286,1,4,.250,1,2,.500,0,1,1,11,2,0,3,0,10,8.4,+2,Yes,W ,1,34,53
52,54,2015-02-10,CHI,SAC,1,10,17,.588,1,4,.250,2,3,.667,0,1,1,7,2,1,0,0,23,22.6,+16,Yes,W ,18,32,36
53,55,2015-02-12,CHI,CLE,1,12,24,.500,0,2,.000,6,6,1.000,1,3,4,7,1,0,2,3,30,22.3,+3,Yes,W ,15,40,35
54,56,2015-02-20,CHI,DET,1,2,9,.222,0,3,.000,4,4,1.000,0,2,2,2,0,1,6,2,8,-1.6,-19,Yes,L ,-9,31,4
55,57,2015-02-21,CHI,PHO,1,5,12,.417,1,3,.333,5,5,1.000,0,4,4,5,1,0,1,4,16,12.7,+8,Yes,W ,5,25,15
56,58,2015-02-23,CHI,MIL,1,1,13,.077,1,7,.143,5,6,.833,3,2,5,8,0,1,3,3,8,3.7,+3,Yes,W ,16,32,55
57,59,2015-02-25,CHI,CHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-12,0,0
58,60,2015-02-27,CHI,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
59,61,2015-03-01,CHI,LAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-10,0,0
60,63,2015-03-03,CHI,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,5,0,0
61,64,2015-03-05,CHI,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,3,0,0
62,65,2015-03-06,CHI,IND,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-14,0,0
63,66,2015-03-08,CHI,SAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-11,0,0
64,67,2015-03-09,CHI,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-10,0,0
65,68,2015-03-11,CHI,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,9,0,0
66,69,2015-03-13,CHI,CHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-10,0,0
67,70,2015-03-15,CHI,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
68,71,2015-03-18,CHI,IND,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,17,0,0
69,72,2015-03-20,CHI,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,16,0,0
70,73,2015-03-21,CHI,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-16,0,0
71,74,2015-03-23,CHI,CHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,12,0,0
72,75,2015-03-25,CHI,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,13,0,0
73,76,2015-03-28,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,31,0,0
