,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played,Trp Dbl,Team
0,0,0,0,2008-10-28,CHI,MIL,1,3,9,0.333,0,0,,5,7,0.714,1,3,4,9,3,0,4,2,11,11.2,7,Yes,W ,13,32,12,No,Illinois
1,1,1,1,2008-10-31,CHI,BOS,1,6,14,0.429,0,0,,6,6,1.0,2,2,4,1,1,0,3,4,18,9.7,-15,Yes,L ,-16,28,17,No,Illinois
2,2,2,2,2008-11-01,CHI,MEM,1,11,20,0.55,0,1,0.0,4,4,1.0,2,4,6,3,0,0,2,0,26,19.1,8,Yes,W ,10,37,9,No,Illinois
3,3,3,3,2008-11-03,CHI,ORL,1,7,16,0.438,0,0,,0,0,,0,4,4,1,0,0,3,3,14,3.3,-8,Yes,L ,-3,38,58,No,Illinois
4,4,4,4,2008-11-05,CHI,CLE,1,7,16,0.438,1,3,0.333,5,6,0.833,0,0,0,7,1,0,3,1,20,13.7,-18,Yes,L ,-14,39,27,No,Illinois
5,5,5,5,2008-11-07,CHI,PHO,1,8,11,0.727,1,2,0.5,1,2,0.5,0,4,4,6,2,0,3,1,18,17.1,11,Yes,W ,17,40,29,No,Illinois
6,6,6,6,2008-11-08,CHI,CLE,1,7,21,0.333,0,2,0.0,3,4,0.75,3,2,5,9,1,0,3,2,17,10.9,-12,Yes,L ,-9,44,1,No,Illinois
7,7,7,7,2008-11-11,CHI,ATL,1,9,17,0.529,0,0,,8,9,0.889,5,5,10,6,0,0,3,0,26,23.5,-11,Yes,L ,-5,42,29,No,Illinois
8,8,8,8,2008-11-13,CHI,DAL,1,7,17,0.412,0,1,0.0,2,4,0.5,2,7,9,6,1,0,0,1,16,14.4,6,Yes,W ,7,41,52,No,Illinois
9,9,9,9,2008-11-15,CHI,IND,1,8,15,0.533,3,5,0.6,4,4,1.0,0,4,4,8,3,1,1,0,23,25.2,20,Yes,W ,13,40,24,No,Illinois
10,10,10,10,2008-11-18,CHI,LAL,1,11,18,0.611,1,2,0.5,2,2,1.0,0,3,3,9,0,0,2,1,25,21.6,-20,Yes,L ,-7,35,41,No,Illinois
11,11,11,11,2008-11-19,CHI,POR,1,1,8,0.125,0,1,0.0,4,4,1.0,0,0,0,1,1,0,3,1,6,-0.9,-32,Yes,L ,-42,29,47,No,Illinois
12,12,12,12,2008-11-21,CHI,GSW,1,12,19,0.632,0,1,0.0,1,1,1.0,0,3,3,5,2,0,5,4,25,16.3,1,Yes,W ,5,36,9,No,Illinois
13,13,13,13,2008-11-23,CHI,DEN,1,7,16,0.438,0,0,,1,2,0.5,1,1,2,6,0,2,4,3,15,7.6,-14,Yes,L ,-13,43,38,No,Illinois
14,14,14,14,2008-11-24,CHI,UTA,1,10,18,0.556,1,1,1.0,4,4,1.0,0,1,1,9,1,0,3,0,25,21.0,-11,Yes,W ,1,34,39,No,Illinois
15,15,15,15,2008-11-26,CHI,SAS,1,5,11,0.455,0,0,,0,0,,1,5,6,6,0,0,2,2,10,7.9,-2,Yes,L ,-10,39,56,No,Illinois
16,16,16,16,2008-11-30,CHI,PHI,1,8,15,0.533,0,0,,2,2,1.0,0,5,5,10,1,1,2,1,18,18.5,14,Yes,W ,11,40,31,No,Illinois
17,17,17,17,2008-12-02,CHI,PHI,1,11,19,0.579,0,0,,2,3,0.667,1,5,6,2,0,0,6,5,24,10.3,-11,Yes,L ,-8,40,37,No,Illinois
18,18,18,18,2008-12-03,CHI,MIL,1,7,16,0.438,0,1,0.0,4,4,1.0,1,0,1,9,4,0,5,2,18,14.8,4,Yes,L ,-7,42,50,No,Illinois
19,19,19,19,2008-12-06,CHI,WAS,1,6,12,0.5,1,3,0.333,2,4,0.5,0,0,0,8,2,0,0,0,15,15.8,8,Yes,W ,7,36,49,No,Illinois
20,20,20,21,2008-12-09,CHI,NYK,1,7,11,0.636,0,1,0.0,1,3,0.333,0,3,3,7,1,2,2,2,15,14.7,7,Yes,W ,5,40,37,No,Illinois
21,21,21,22,2008-12-12,CHI,MEM,1,6,14,0.429,0,3,0.0,0,1,0.0,0,4,4,11,0,0,3,3,12,8.9,1,Yes,L ,-7,44,40,No,Illinois
22,22,22,23,2008-12-13,CHI,NJN,1,8,18,0.444,2,3,0.667,4,4,1.0,2,4,6,6,1,0,1,2,22,18.6,-5,Yes,W ,9,38,41,No,Illinois
23,23,23,24,2008-12-16,CHI,CHA,1,3,16,0.188,0,1,0.0,0,0,,0,5,5,7,0,0,3,2,6,-1.4,-9,Yes,L ,-9,46,58,No,Illinois
24,24,24,25,2008-12-17,CHI,LAC,1,5,17,0.294,0,2,0.0,6,8,0.75,0,1,1,7,1,0,1,2,16,9.7,7,Yes,W ,6,42,30,No,Illinois
25,25,25,26,2008-12-19,CHI,BOS,1,5,10,0.5,2,3,0.667,2,2,1.0,0,0,0,5,0,0,3,1,14,9.1,-26,Yes,L ,-18,22,58,No,Illinois
26,26,26,27,2008-12-20,CHI,UTA,1,10,17,0.588,0,1,0.0,4,6,0.667,2,3,5,3,0,0,3,3,24,15.5,4,Yes,W ,8,31,31,No,Illinois
27,27,27,28,2008-12-23,CHI,DET,1,4,9,0.444,0,1,0.0,2,2,1.0,1,3,4,5,1,0,2,6,10,7.0,-2,Yes,L ,-6,20,43,No,Illinois
28,28,28,29,2008-12-26,CHI,MIA,1,3,14,0.214,0,0,,4,4,1.0,1,2,3,3,1,0,5,0,10,0.8,-14,Yes,L ,-13,38,21,No,Illinois
29,29,29,30,2008-12-27,CHI,ATL,1,12,19,0.632,1,1,1.0,2,6,0.333,1,3,4,7,0,0,2,1,27,21.0,-10,Yes,L ,-12,41,31,No,Illinois
30,30,30,31,2008-12-29,CHI,NJN,1,9,15,0.6,1,2,0.5,2,2,1.0,1,3,4,13,2,0,3,1,21,23.4,24,Yes,W ,13,42,33,No,Illinois
31,31,31,32,2008-12-31,CHI,ORL,1,5,13,0.385,0,1,0.0,1,1,1.0,0,1,1,0,0,1,3,0,11,1.9,-26,Yes,L ,-19,27,25,No,Illinois
32,32,32,33,2009-01-02,CHI,CLE,1,1,6,0.167,0,0,,1,2,0.5,0,2,2,2,0,0,1,2,3,-1.0,-10,Yes,L ,-25,22,20,No,Illinois
33,33,33,34,2009-01-03,CHI,MIN,1,9,19,0.474,0,1,0.0,4,4,1.0,0,4,4,5,0,1,3,2,22,13.9,-12,Yes,L ,-10,39,13,No,Illinois
34,34,34,35,2009-01-06,CHI,SAC,1,7,12,0.583,0,1,0.0,2,2,1.0,1,2,3,8,0,0,2,1,16,14.9,14,Yes,W ,5,35,23,No,Illinois
35,35,35,36,2009-01-09,CHI,WAS,1,3,12,0.25,0,0,,2,2,1.0,2,2,4,9,0,0,2,1,8,6.7,8,Yes,W ,12,35,19,No,Illinois
36,36,36,37,2009-01-10,CHI,OKC,1,8,18,0.444,0,1,0.0,0,1,0.0,1,2,3,6,2,0,2,1,16,11.3,-9,Yes,L ,-11,40,18,No,Illinois
37,37,37,38,2009-01-12,CHI,POR,1,5,14,0.357,0,2,0.0,3,5,0.6,2,1,3,10,1,0,2,0,13,12.1,-13,Yes,L ,-14,41,58,No,Illinois
38,38,38,39,2009-01-14,CHI,TOR,1,12,18,0.667,0,1,0.0,1,1,1.0,2,0,2,10,0,0,1,0,25,24.6,-3,Yes,W ,4,38,18,No,Illinois
39,39,39,40,2009-01-15,CHI,CLE,1,6,20,0.3,0,0,,4,6,0.667,0,3,3,6,0,1,1,1,16,8.0,-8,Yes,W ,9,44,12,No,Illinois
40,40,40,42,2009-01-17,CHI,SAS,1,6,21,0.286,0,1,0.0,0,0,,2,1,3,8,1,0,0,2,12,7.2,-4,Yes,L ,-5,36,31,No,Illinois
41,41,41,43,2009-01-19,CHI,NYK,1,9,20,0.45,0,0,,2,2,1.0,2,2,4,8,0,0,3,2,20,13.4,-4,Yes,L ,-4,36,41,No,Illinois
42,42,42,44,2009-01-20,CHI,ATL,1,6,13,0.462,1,3,0.333,0,0,,1,2,3,4,0,0,3,1,13,7.0,-13,Yes,L ,-3,31,32,No,Illinois
43,43,43,45,2009-01-23,CHI,TOR,1,5,12,0.417,0,1,0.0,2,2,1.0,2,1,3,4,1,0,4,2,12,6.3,-25,Yes,L ,-20,31,19,No,Illinois
44,44,44,46,2009-01-25,CHI,MIN,1,8,19,0.421,0,1,0.0,2,3,0.667,1,2,3,7,2,1,5,2,18,10.6,10,Yes,L ,-1,43,24,No,Illinois
45,45,45,47,2009-01-28,CHI,LAC,1,9,13,0.692,0,0,,3,4,0.75,1,3,4,6,1,1,5,0,21,17.6,28,Yes,W ,20,33,1,No,Illinois
46,46,46,48,2009-01-30,CHI,SAC,1,2,6,0.333,0,0,,0,0,,1,2,3,11,2,0,4,1,4,7.2,16,Yes,W ,21,29,44,No,Illinois
47,47,47,49,2009-01-31,CHI,PHO,1,12,19,0.632,0,0,,2,2,1.0,4,2,6,4,0,0,0,1,26,23.3,5,Yes,W ,11,31,1,No,Illinois
48,48,48,50,2009-02-03,CHI,HOU,1,6,13,0.462,0,1,0.0,0,0,,4,3,7,7,2,0,0,0,12,15.9,-7,Yes,L ,-7,29,35,No,Illinois
49,49,49,51,2009-02-04,CHI,NOH,1,10,14,0.714,0,1,0.0,1,2,0.5,2,2,4,6,1,0,2,2,21,19.2,18,Yes,W ,14,35,13,No,Illinois
50,50,50,52,2009-02-07,CHI,DAL,1,11,25,0.44,0,1,0.0,0,0,,2,2,4,9,0,1,3,3,22,13.7,6,Yes,L ,-1,42,47,No,Illinois
51,51,51,53,2009-02-10,CHI,DET,1,10,15,0.667,0,0,,3,4,0.75,1,1,2,4,0,0,0,2,23,19.1,-2,Yes,W ,5,29,29,No,Illinois
52,52,52,54,2009-02-12,CHI,MIA,1,7,14,0.5,0,1,0.0,4,4,1.0,1,3,4,6,1,0,2,1,18,15.4,-7,Yes,L ,-2,38,54,No,Illinois
53,53,53,55,2009-02-18,CHI,MIL,1,5,9,0.556,0,0,,8,8,1.0,1,4,5,9,2,0,7,2,18,16.1,3,Yes,W ,9,36,30,No,Illinois
54,54,54,56,2009-02-20,CHI,DEN,1,5,11,0.455,0,0,,0,0,,3,3,6,6,1,0,4,2,10,7.7,-4,Yes,W ,17,26,58,No,Illinois
55,55,55,57,2009-02-22,CHI,IND,1,1,9,0.111,0,0,,1,2,0.5,2,1,3,8,1,1,1,0,3,4.7,-1,Yes,L ,-7,28,11,No,Illinois
56,56,56,58,2009-02-24,CHI,ORL,1,11,20,0.55,0,0,,0,0,,1,2,3,5,0,0,1,3,22,15.0,11,Yes,W ,18,35,2,No,Illinois
57,57,57,59,2009-02-25,CHI,NJN,1,4,9,0.444,0,0,,1,2,0.5,2,0,2,5,0,0,0,3,9,7.6,-17,Yes,L ,-12,30,17,No,Illinois
58,58,58,60,2009-02-27,CHI,WAS,1,4,10,0.4,0,0,,2,5,0.4,0,0,0,3,0,0,5,1,10,0.1,-22,Yes,L ,-23,34,13,No,Illinois
59,59,59,61,2009-02-28,CHI,HOU,1,10,21,0.476,0,2,0.0,2,4,0.5,3,5,8,7,1,0,2,0,22,18.0,0,Yes,W ,3,40,0,No,Illinois
60,60,60,63,2009-03-03,CHI,CHA,1,3,11,0.273,0,1,0.0,7,8,0.875,0,4,4,5,0,0,0,1,13,10.4,-17,Yes,L ,-16,39,13,No,Illinois
61,61,61,64,2009-03-04,CHI,GSW,1,6,14,0.429,0,0,,2,2,1.0,0,3,3,6,0,0,3,0,14,8.7,14,Yes,W ,22,39,54,No,Illinois
62,62,62,65,2009-03-06,CHI,MIL,1,10,18,0.556,0,0,,7,7,1.0,0,1,1,6,2,0,2,2,27,22.1,13,Yes,W ,15,41,5,No,Illinois
63,63,63,66,2009-03-09,CHI,MIA,1,9,25,0.36,1,2,0.5,4,4,1.0,3,6,9,3,2,0,4,4,23,11.5,-12,Yes,L ,-3,55,20,No,Illinois
64,64,64,67,2009-03-11,CHI,ORL,1,2,12,0.167,0,1,0.0,3,4,0.75,2,0,2,3,1,0,2,0,7,1.5,-21,Yes,L ,-28,29,46,No,Illinois
65,65,65,68,2009-03-13,CHI,PHI,1,10,19,0.526,0,2,0.0,0,0,,1,5,6,6,1,0,4,0,20,14.1,2,Yes,L ,-3,42,2,No,Illinois
66,66,66,69,2009-03-14,CHI,NOH,1,2,9,0.222,0,2,0.0,0,0,,1,3,4,7,1,0,3,1,4,2.6,11,Yes,W ,18,34,20,No,Illinois
67,67,67,70,2009-03-17,CHI,BOS,1,4,11,0.364,0,0,,3,3,1.0,0,3,3,8,0,0,1,3,11,9.2,-3,Yes,W ,6,34,51,No,Illinois
68,68,68,71,2009-03-18,CHI,OKC,1,12,14,0.857,0,0,,1,2,0.5,2,4,6,3,1,0,6,3,25,18.1,11,Yes,W ,7,41,25,No,Illinois
69,69,69,72,2009-03-21,CHI,LAL,1,10,19,0.526,0,0,,5,5,1.0,4,1,5,4,0,0,4,1,25,17.2,-10,Yes,L ,-8,39,2,No,Illinois
70,70,70,73,2009-03-23,CHI,WAS,1,6,15,0.4,0,0,,0,0,,1,4,5,8,0,0,1,2,12,9.6,3,Yes,W ,2,38,58,No,Illinois
71,72,72,75,2009-03-26,CHI,MIA,0,4,7,0.571,0,0,,1,2,0.5,0,5,5,7,0,0,0,0,9,11.7,15,Yes,W ,19,30,3,No,Illinois
72,73,73,76,2009-03-28,CHI,IND,1,7,18,0.389,0,0,,2,3,0.667,1,8,9,8,0,0,2,2,16,11.7,-11,Yes,W ,6,33,16,No,Illinois
73,74,74,77,2009-03-29,CHI,TOR,1,9,13,0.692,0,0,,5,6,0.833,0,3,3,9,1,0,4,3,23,20.1,6,Yes,L ,-5,42,24,No,Illinois
74,75,75,78,2009-03-31,CHI,IND,1,12,21,0.571,0,0,,0,1,0.0,2,9,11,6,0,0,0,1,24,21.6,0,Yes,L ,-2,39,46,No,Illinois
75,76,76,79,2009-04-04,CHI,NJN,1,7,12,0.583,0,0,,1,1,1.0,2,2,4,5,2,0,2,4,15,13.3,14,Yes,W ,9,34,59,No,Illinois
76,77,77,80,2009-04-07,CHI,NYK,1,7,17,0.412,0,0,,4,5,0.8,1,2,3,6,1,0,3,0,18,12.0,2,Yes,W ,7,38,16,No,Illinois
77,78,78,81,2009-04-09,CHI,PHI,1,8,13,0.615,0,3,0.0,0,0,,0,2,2,8,2,1,3,1,16,15.6,25,Yes,W ,14,38,59,No,Illinois
78,79,79,82,2009-04-11,CHI,CHA,1,10,16,0.625,0,0,,2,2,1.0,1,2,3,7,2,1,1,2,22,21.9,7,Yes,W ,7,41,17,No,Illinois
79,80,80,84,2009-04-13,CHI,DET,1,9,17,0.529,0,1,0.0,6,9,0.667,1,4,5,8,0,1,2,0,24,20.7,3,Yes,W ,3,40,46,No,Illinois
80,81,81,85,2009-04-15,CHI,TOR,1,7,14,0.5,0,0,,6,8,0.75,3,3,6,11,1,2,2,1,20,22.9,-7,Yes,L ,-11,42,37,No,Illinois
81,82,0,0,2009-10-29,CHI,SAS,1,5,12,0.417,0,1,0.0,3,5,0.6,1,6,7,7,1,1,1,2,13,13.1,4,Yes,W ,7,33,8,No,Illinois
82,83,1,1,2009-10-30,CHI,BOS,1,4,8,0.5,0,0,,2,3,0.667,0,0,0,2,0,0,2,1,10,4.6,-19,Yes,L ,-28,23,57,No,Illinois
83,84,2,2,2009-11-01,CHI,MIA,1,4,15,0.267,0,0,,0,2,0.0,1,4,5,5,1,0,2,2,8,1.9,-11,Yes,L ,-8,35,8,No,Illinois
84,85,3,3,2009-11-03,CHI,MIL,1,6,12,0.5,0,0,,4,4,1.0,1,1,2,5,0,1,5,0,16,10.2,-6,Yes,W ,2,28,50,No,Illinois
85,86,4,4,2009-11-05,CHI,CLE,1,6,15,0.4,0,2,0.0,2,2,1.0,1,1,2,11,1,0,2,1,14,13.2,1,Yes,W ,1,32,33,No,Illinois
86,87,5,5,2009-11-07,CHI,CHA,1,6,11,0.545,0,0,,1,2,0.5,0,1,1,4,3,0,7,3,13,5.2,-7,Yes,W ,3,29,59,No,Illinois
87,88,6,6,2009-11-10,CHI,DEN,1,10,17,0.588,0,0,,2,2,1.0,1,0,1,5,1,2,0,2,22,19.9,12,Yes,L ,-1,39,2,No,Illinois
88,89,7,7,2009-11-11,CHI,TOR,1,6,14,0.429,0,0,,2,2,1.0,1,4,5,6,1,0,1,1,14,12.3,-14,Yes,L ,-10,33,59,No,Illinois
89,90,8,8,2009-11-14,CHI,PHI,1,7,12,0.583,0,0,,0,0,,1,2,3,3,0,0,7,0,14,4.8,-6,Yes,W ,6,36,43,No,Illinois
90,91,9,9,2009-11-17,CHI,SAC,1,2,12,0.167,0,1,0.0,6,6,1.0,0,3,3,7,2,1,2,0,10,8.9,1,Yes,W ,14,33,38,No,Illinois
91,92,10,10,2009-11-19,CHI,LAL,1,9,20,0.45,0,0,,2,2,1.0,0,1,1,6,1,0,2,0,20,13.1,-15,Yes,L ,-15,38,2,No,Illinois
92,93,11,11,2009-11-21,CHI,DEN,1,11,20,0.55,0,1,0.0,6,7,0.857,1,5,6,3,1,0,5,1,28,17.9,-16,Yes,L ,-19,36,54,No,Illinois
93,94,12,12,2009-11-23,CHI,POR,1,7,14,0.5,0,0,,0,0,,2,1,3,5,1,0,2,4,14,9.6,-15,Yes,L ,-24,39,3,No,Illinois
94,95,13,13,2009-11-26,CHI,UTA,1,9,17,0.529,1,1,1.0,0,0,,1,3,4,2,0,0,4,2,19,8.9,-23,Yes,L ,-19,38,27,No,Illinois
95,96,14,14,2009-11-30,CHI,MIL,1,8,17,0.471,0,0,,3,3,1.0,2,0,2,7,1,0,2,3,19,14.4,4,Yes,L ,-2,44,9,No,Illinois
96,97,15,15,2009-12-02,CHI,DET,1,6,9,0.667,0,0,,7,9,0.778,1,3,4,6,2,0,5,1,19,16.7,14,Yes,W ,7,38,25,No,Illinois
97,98,16,16,2009-12-04,CHI,CLE,1,5,16,0.313,0,0,,3,3,1.0,0,1,1,7,1,0,1,0,13,9.0,-15,Yes,L ,-14,29,17,No,Illinois
98,99,17,17,2009-12-05,CHI,TOR,1,3,9,0.333,0,0,,3,6,0.5,0,0,0,5,0,0,2,1,9,3.8,-22,Yes,L ,-32,27,32,No,Illinois
99,100,18,18,2009-12-08,CHI,NJN,1,13,23,0.565,0,1,0.0,1,4,0.25,2,5,7,10,1,1,3,2,27,22.7,11,Yes,L ,-2,42,15,No,Illinois
100,101,19,19,2009-12-09,CHI,ATL,1,7,18,0.389,0,0,,5,5,1.0,1,1,2,7,0,0,5,0,19,10.1,-22,Yes,L ,-35,32,1,No,Illinois
101,102,20,21,2009-12-11,CHI,GSW,1,7,22,0.318,0,1,0.0,1,2,0.5,1,1,2,5,0,0,3,1,15,3.1,1,Yes,W ,5,43,29,No,Illinois
102,103,21,22,2009-12-12,CHI,BOS,1,8,19,0.421,0,0,,3,5,0.6,2,3,5,3,1,1,1,1,19,12.8,-12,Yes,L ,-26,35,21,No,Illinois
103,104,22,23,2009-12-15,CHI,LAL,1,9,22,0.409,0,0,,3,4,0.75,0,4,4,6,0,0,2,2,21,11.4,8,Yes,L ,-9,33,19,No,Illinois
104,105,23,24,2009-12-17,CHI,NYK,1,8,18,0.444,0,0,,2,2,1.0,1,3,4,6,1,0,3,1,18,12.0,-10,Yes,W ,9,35,30,No,Illinois
105,106,24,25,2009-12-19,CHI,ATL,1,14,24,0.583,0,1,0.0,4,6,0.667,1,3,4,6,0,0,0,0,32,25.8,4,Yes,W ,3,42,44,No,Illinois
106,107,25,26,2009-12-21,CHI,SAC,1,9,19,0.474,0,0,,6,7,0.857,1,2,3,7,0,1,3,0,24,17.8,-2,Yes,L ,-4,41,16,No,Illinois
107,108,26,27,2009-12-22,CHI,NYK,1,11,21,0.524,1,1,1.0,3,3,1.0,1,5,6,4,0,0,2,0,26,18.7,-5,Yes,L ,-7,34,38,No,Illinois
108,109,27,28,2009-12-26,CHI,NOH,1,7,20,0.35,0,0,,0,0,,4,2,6,9,2,0,3,1,14,11.1,21,Yes,W ,11,39,44,No,Illinois
109,110,28,29,2009-12-29,CHI,IND,1,11,20,0.55,0,1,0.0,6,8,0.75,2,3,5,6,0,1,6,1,28,18.4,1,Yes,W ,9,41,13,No,Illinois
110,111,29,30,2009-12-31,CHI,DET,1,7,18,0.389,0,1,0.0,8,8,1.0,0,4,4,4,1,2,2,1,22,16.2,12,Yes,W ,11,40,5,No,Illinois
111,112,30,31,2010-01-02,CHI,ORL,1,11,23,0.478,0,0,,8,10,0.8,1,5,6,7,0,0,2,1,30,22.2,9,Yes,W ,8,38,8,No,Illinois
112,113,31,32,2010-01-04,CHI,OKC,1,9,20,0.45,0,0,,1,1,1.0,1,2,3,7,2,0,2,1,19,14.4,-10,Yes,L ,-13,36,42,No,Illinois
113,114,32,33,2010-01-05,CHI,CHA,1,11,19,0.579,0,1,0.0,2,3,0.667,1,2,3,9,0,1,7,3,24,14.8,-4,Yes,L ,-5,37,52,No,Illinois
114,115,33,34,2010-01-08,CHI,MIL,1,10,25,0.4,0,0,,5,7,0.714,1,4,5,9,0,0,2,2,25,16.1,-9,Yes,L ,-3,37,34,No,Illinois
115,116,34,35,2010-01-09,CHI,MIN,1,3,7,0.429,0,0,,2,4,0.5,0,4,4,7,2,0,1,2,8,9.8,7,Yes,W ,14,31,20,No,Illinois
116,117,35,36,2010-01-11,CHI,DET,1,11,13,0.846,0,0,,0,0,,0,2,2,9,1,0,2,2,22,22.4,29,Yes,W ,33,25,19,No,Illinois
117,118,36,37,2010-01-14,CHI,BOS,1,8,16,0.5,0,0,,1,2,0.5,1,7,8,4,0,0,3,3,17,10.0,12,Yes,W ,13,29,57,No,Illinois
118,119,37,38,2010-01-15,CHI,WAS,1,16,33,0.485,0,0,,5,7,0.714,1,8,9,6,0,0,3,1,37,23.4,5,Yes,W ,2,50,15,No,Illinois
119,120,38,39,2010-01-18,CHI,GSW,1,7,19,0.368,0,0,,5,8,0.625,0,2,2,4,1,0,4,2,19,6.9,-20,Yes,L ,-17,34,49,No,Illinois
120,121,39,40,2010-01-20,CHI,LAC,1,10,24,0.417,0,0,,3,4,0.75,3,5,8,7,1,2,4,0,23,16.7,-1,Yes,L ,-7,43,17,No,Illinois
121,122,40,42,2010-01-22,CHI,PHO,1,15,21,0.714,1,1,1.0,1,3,0.333,0,3,3,5,3,0,1,0,32,28.9,7,Yes,W ,11,43,44,No,Illinois
122,123,41,43,2010-01-23,CHI,HOU,1,7,14,0.5,0,1,0.0,6,8,0.75,0,3,3,4,0,1,4,4,20,11.0,11,Yes,W ,7,35,19,No,Illinois
123,124,42,44,2010-01-25,CHI,SAS,1,13,23,0.565,1,1,1.0,0,0,,0,3,3,6,0,0,0,0,27,21.2,6,Yes,W ,5,34,32,No,Illinois
124,125,43,45,2010-01-27,CHI,OKC,1,13,23,0.565,0,1,0.0,0,0,,1,2,3,7,0,0,2,2,26,18.5,8,Yes,W ,10,36,57,No,Illinois
125,126,44,46,2010-01-29,CHI,NOH,1,7,19,0.368,0,0,,4,5,0.8,0,4,4,5,3,0,4,1,18,10.4,7,Yes,W ,2,44,36,No,Illinois
126,127,45,47,2010-02-02,CHI,LAC,1,7,20,0.35,0,1,0.0,2,2,1.0,1,3,4,4,0,0,4,0,16,5.2,-16,Yes,L ,-8,36,11,No,Illinois
127,128,46,48,2010-02-03,CHI,PHI,1,10,22,0.455,1,1,1.0,9,10,0.9,2,2,4,9,0,0,4,1,30,22.1,2,Yes,L ,-3,42,52,No,Illinois
128,129,47,49,2010-02-05,CHI,ATL,1,9,21,0.429,0,2,0.0,1,2,0.5,1,2,3,6,0,0,2,0,19,11.0,-9,Yes,L ,-10,40,42,No,Illinois
129,130,48,50,2010-02-06,CHI,MIA,1,9,19,0.474,0,0,,6,8,0.75,0,5,5,2,0,0,3,0,24,13.4,-2,Yes,W ,4,43,0,No,Illinois
130,131,49,51,2010-02-09,CHI,IND,1,9,18,0.5,0,1,0.0,3,3,1.0,1,2,3,7,2,0,5,2,21,14.4,6,Yes,W ,8,38,13,No,Illinois
131,132,50,52,2010-02-10,CHI,ORL,1,1,1,1.0,0,0,,1,1,1.0,0,0,0,0,0,0,0,0,3,2.7,-3,Yes,L ,-20,2,24,No,Illinois
132,133,51,53,2010-02-16,CHI,NYK,1,14,18,0.778,0,0,,1,1,1.0,0,3,3,6,1,0,2,0,29,26.1,23,Yes,W ,33,27,2,No,Illinois
133,134,52,54,2010-02-17,CHI,NYK,1,10,19,0.526,0,0,,7,9,0.778,0,4,4,6,1,0,1,1,27,21.9,-2,Yes,W ,6,39,34,No,Illinois
134,135,53,55,2010-02-19,CHI,MIN,1,8,17,0.471,0,1,0.0,3,4,0.75,1,7,8,5,1,0,3,2,19,13.4,8,Yes,W ,6,38,38,No,Illinois
135,136,54,56,2010-02-20,CHI,PHI,1,7,16,0.438,1,1,1.0,2,4,0.5,2,2,4,6,1,0,1,0,17,14.0,24,Yes,W ,32,33,49,No,Illinois
136,137,55,57,2010-02-22,CHI,WAS,1,8,16,0.5,0,1,0.0,6,7,0.857,2,3,5,6,1,0,4,3,22,15.9,-6,Yes,L ,-6,39,5,No,Illinois
137,138,56,58,2010-02-24,CHI,IND,1,10,19,0.526,0,0,,3,4,0.75,0,9,9,8,1,1,4,2,23,18.5,17,Yes,W ,10,39,8,No,Illinois
138,139,57,59,2010-02-26,CHI,POR,1,15,25,0.6,0,0,,3,4,0.75,1,1,2,4,1,0,5,1,33,20.5,-2,Yes,W ,4,46,37,No,Illinois
139,140,58,60,2010-02-27,CHI,IND,1,9,14,0.643,0,0,,9,12,0.75,0,2,2,4,1,0,2,1,27,21.6,-4,Yes,L ,-10,37,35,No,Illinois
140,141,59,61,2010-03-01,CHI,ATL,1,11,24,0.458,0,0,,2,2,1.0,0,0,0,3,0,0,2,0,24,11.7,-10,Yes,L ,-24,31,27,No,Illinois
141,142,60,63,2010-03-04,CHI,MEM,1,9,21,0.429,0,0,,2,2,1.0,1,2,3,3,2,1,3,1,20,11.6,-8,Yes,L ,-9,38,28,No,Illinois
142,143,61,64,2010-03-06,CHI,DAL,1,15,22,0.682,0,2,0.0,4,4,1.0,0,0,0,8,0,0,2,2,34,27.4,2,Yes,L ,-6,42,10,No,Illinois
143,144,62,65,2010-03-09,CHI,UTA,1,10,19,0.526,0,0,,5,6,0.833,2,2,4,13,0,0,5,0,25,21.4,-22,Yes,L ,-24,38,56,No,Illinois
144,145,63,66,2010-03-11,CHI,ORL,1,1,4,0.25,0,0,,1,2,0.5,0,0,0,2,0,0,0,1,3,1.2,-11,Yes,L ,-29,12,0,No,Illinois
145,150,68,71,2010-03-20,CHI,PHI,1,9,16,0.563,4,6,0.667,1,1,1.0,0,4,4,5,1,1,1,3,23,19.6,18,Yes,W ,14,37,23,No,Illinois
146,151,69,72,2010-03-22,CHI,HOU,1,12,22,0.545,2,7,0.286,1,4,0.25,2,5,7,8,0,1,4,3,27,19.2,9,Yes,W ,10,46,35,No,Illinois
147,152,70,73,2010-03-25,CHI,MIA,1,5,16,0.313,0,2,0.0,2,4,0.5,1,4,5,5,0,0,1,0,12,6.4,-33,Yes,L ,-29,32,42,No,Illinois
148,153,71,74,2010-03-27,CHI,NJN,1,3,12,0.25,0,0,,1,2,0.5,0,5,5,9,1,1,0,0,7,8.9,19,Yes,W ,23,35,29,No,Illinois
149,154,72,75,2010-03-28,CHI,DET,1,7,13,0.538,0,1,0.0,7,8,0.875,0,3,3,9,1,1,1,1,21,21.8,0,Yes,W ,7,35,56,No,Illinois
